yearID,teamID,salary
1985,ATL,673045.4545454546
1985,BAL,525486.9090909091
1985,BOS,435902.4
1985,CAL,515281.9285714286
1985,CHA,468865.61904761905
1985,CHN,577405.3181818182
1985,CIN,379996.2272727273
1985,CLE,327583.3
1985,DET,517407.15
1985,HOU,499652.55
1985,KCA,423689.95454545453
1985,LAN,476865.95652173914
1985,MIN,303411.63157894736
1985,ML4,593900.3684210526
1985,MON,473508.3
1985,NYA,711910.2
1985,NYN,515941.04761904763
1985,OAK,431362.1904761905
1985,PHI,532892.947368421
1985,PIT,485657.8947368421
1985,SDN,501662.86363636365
1985,SEA,256277.77777777778
1985,SFN,411085.7
1985,SLN,472683.32
1985,TEX,383825.0
1985,TOR,440627.5
1986,ATL,589751.2413793104
1986,BAL,448319.2413793103
1986,BOS,496628.9310344828
1986,CAL,497491.6551724138
1986,CHA,336090.93548387097
1986,CHN,555102.0967741936
1986,CIN,396879.6
1986,CLE,251919.35483870967
1986,DET,456878.2962962963
1986,HOU,411386.5
1986,KCA,465846.35714285716
1986,LAN,466055.5
1986,MIN,397643.95454545453
1986,ML4,355130.0714285714
1986,MON,346987.5
1986,NYA,660509.0357142857
1986,NYN,549775.5
1986,OAK,315465.1935483871
1986,PHI,373876.32258064515
1986,PIT,373913.7931034483
1986,SDN,455227.72
1986,SEA,229165.73076923078
1986,SFN,319535.71428571426
1986,SLN,365741.1111111111
1986,TEX,259350.73076923078
1986,TOR,467075.81481481483
1987,ATL,517017.5
1987,BAL,463342.43333333335
1987,BOS,676277.8
1987,CAL,475685.14814814815
1987,CHA,443410.125
1987,CHN,550307.6538461539
1987,CIN,356980.76923076925
1987,CLE,304062.5
1987,DET,527081.7826086957
1987,HOU,450298.96428571426
1987,KCA,438076.14814814815
1987,LAN,488407.25
1987,MIN,710833.3333333334
1987,ML4,260472.2857142857
1987,MON,289252.1666666667
1987,NYA,488563.2571428571
1987,NYN,553868.56
1987,OAK,449263.03846153844
1987,PHI,479759.7083333333
1987,PIT,306080.0
1987,SDN,409844.2962962963
1987,SEA,251500.0
1987,SFN,316956.52173913043
1987,SLN,379290.32258064515
1987,TEX,220000.0
1987,TOR,455630.47826086957
1988,ATL,438902.5517241379
1988,BAL,501187.962962963
1988,BOS,579003.8333333334
1988,CAL,426692.4285714286
1988,CHA,266250.0
1988,CHN,524767.92
1988,CIN,355536.36
1988,CLE,406204.54545454547
1988,DET,559546.5652173914
1988,HOU,472544.8846153846
1988,KCA,559867.7692307692
1988,LAN,561683.8333333334
1988,MIN,541855.0434782609
1988,ML4,381909.0909090909
1988,MON,384133.32
1988,NYA,648038.4
1988,NYN,610772.56
1988,OAK,421304.347826087
1988,PHI,532230.7692307692
1988,PIT,222166.66666666666
1988,SDN,354111.18518518517
1988,SEA,282401.92307692306
1988,SFN,495200.0
1988,SLN,477037.037037037
1988,TEX,242824.13636363635
1988,TOR,470816.3461538461
1989,ATL,370411.13333333336
1989,BAL,318275.6538461539
1989,BOS,672374.9230769231
1989,CAL,580685.8846153846
1989,CHA,290616.4
1989,CHN,444500.0
1989,CIN,381793.1034482759
1989,CLE,336833.3333333333
1989,DET,582554.0
1989,HOU,556648.1481481482
1989,KCA,691984.0
1989,LAN,679727.8064516129
1989,MIN,621266.64
1989,ML4,384433.3333333333
1989,MON,493121.03571428574
1989,NYA,552076.6129032258
1989,NYN,710181.1071428572
1989,OAK,624522.8
1989,PHI,407846.1538461539
1989,PIT,439224.1379310345
1989,SDN,525740.7407407408
1989,SEA,407479.1666666667
1989,SFN,534386.9285714285
1989,SLN,574244.0357142857
1989,TEX,396459.36666666664
1989,TOR,580773.7857142857
1990,ATL,454859.40625
1990,BAL,261623.8918918919
1990,BOS,642447.90625
1990,CAL,620571.4285714285
1990,CHA,306177.4193548387
1990,CHN,439483.87096774194
1990,CIN,422647.0588235294
1990,CLE,439000.0
1990,DET,533128.4242424242
1990,HOU,591290.3225806452
1990,KCA,667459.5428571429
1990,LAN,609105.8285714285
1990,MIN,405611.1111111111
1990,ML4,532950.4594594594
1990,MON,535044.7741935484
1990,NYA,633706.6060606061
1990,NYN,678838.5625
1990,OAK,584926.5
1990,PHI,439122.23333333334
1990,PIT,432111.1111111111
1990,SDN,549635.4375
1990,SEA,369225.5
1990,SFN,568686.2647058824
1990,SLN,586380.9714285714
1990,TEX,402010.0540540541
1990,TOR,657660.5185185185
1991,ATL,736140.0
1991,BAL,565129.0322580645
1991,BOS,1172250.0
1991,CAL,1066451.6451612904
1991,CHA,604273.8214285715
1991,CHN,927026.68
1991,CIN,1011743.5769230769
1991,CLE,587833.3333333334
1991,DET,953533.32
1991,HOU,514100.0
1991,KCA,1253325.4285714286
1991,LAN,1093022.1333333333
1991,MIN,973409.7083333334
1991,ML4,1005021.7391304348
1991,MON,631313.7058823529
1991,NYA,976577.4285714285
1991,NYN,1253461.576923077
1991,OAK,1423044.8846153845
1991,PHI,749577.7333333333
1991,PIT,875358.0370370371
1991,SDN,738333.3666666667
1991,SEA,603532.0384615385
1991,SFN,1191064.076923077
1991,SLN,753793.1379310344
1991,TEX,867833.3333333334
1991,TOR,796096.68
1992,ATL,1116946.2258064516
1992,BAL,720626.2727272727
1992,BOS,1406793.0322580645
1992,CAL,1158311.1333333333
1992,CHA,1005361.1
1992,CHN,1065345.9285714286
1992,CIN,1330796.2592592593
1992,CLE,267801.2571428571
1992,DET,975815.5
1992,HOU,513583.3333333333
1992,KCA,1210494.0714285714
1992,LAN,1544419.5172413792
1992,MIN,1000994.0714285715
1992,ML4,1148654.3333333333
1992,MON,586012.3703703703
1992,NYA,1137676.7878787878
1992,NYN,1715461.6153846155
1992,OAK,1282343.75
1992,PHI,812794.4666666667
1992,PIT,1212291.6785714286
1992,SDN,959077.3928571428
1992,SEA,799304.5862068966
1992,SFN,1326526.72
1992,SLN,951166.7586206896
1992,TEX,971876.3548387097
1992,TOR,1244129.611111111
1993,ATL,1261861.121212121
1993,BAL,909265.625
1993,BOS,1197438.1612903227
1993,CAL,893385.4375
1993,CHA,1280521.4838709678
1993,CHN,1230833.3125
1993,CIN,1359989.878787879
1993,CLE,464025.0
1993,COL,313742.42424242425
1993,DET,1230650.4838709678
1993,FLO,568545.4411764706
1993,HOU,1041741.3793103448
1993,KCA,1292067.71875
1993,LAN,1229124.96875
1993,MIN,855088.8787878788
1993,ML4,721419.2121212122
1993,MON,484598.28205128206
1993,NYA,1291663.6363636365
1993,NYN,1301455.5666666667
1993,OAK,1050342.5833333333
1993,PHI,891822.9375
1993,PIT,752195.9696969697
1993,SDN,750333.3235294118
1993,SEA,990797.9696969697
1993,SFN,1130645.1612903227
1993,SLN,778911.1333333333
1993,TEX,957288.3947368421
1993,TOR,1432702.0
1994,ATL,1646117.1
1994,BAL,1253218.3548387096
1994,BOS,1261969.4666666666
1994,CAL,786131.8125
1994,CHA,1306127.8666666667
1994,CHN,1170559.1290322582
1994,CIN,1321349.4516129033
1994,CLE,871157.1428571428
1994,COL,702568.6176470588
1994,DET,1336983.9032258065
1994,FLO,584675.6756756756
1994,HOU,1003818.1818181818
1994,KCA,1501530.888888889
1994,LAN,1225806.4838709678
1994,MIN,947950.0
1994,ML4,785500.0
1994,MON,682071.4285714285
1994,NYA,1576942.551724138
1994,NYN,998599.4516129033
1994,OAK,1035530.303030303
1994,PHI,987468.75
1994,PIT,712272.0588235294
1994,SDN,426180.9428571428
1994,SEA,885712.1212121212
1994,SFN,1332458.3125
1994,SLN,975853.3666666667
1994,TEX,999199.9090909091
1994,TOR,1447788.9333333333
1995,ATL,1628808.448275862
1995,BAL,1187635.7027027027
1995,BOS,877176.1621621621
1995,CAL,946156.696969697
1995,CHA,1341750.9142857143
1995,CHN,922057.3125
1995,CIN,1268960.8823529412
1995,CLE,1083938.142857143
1995,COL,948742.1388888889
1995,DET,1122550.5454545454
1995,FLO,662588.6756756756
1995,HOU,949162.0555555555
1995,KCA,738320.85
1995,LAN,1061437.8648648649
1995,MIN,770015.1515151515
1995,ML4,508537.85714285716
